year,id_,marital,relig,satjob,rank,scigrn,
2021,3751,Married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3752,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3753,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3754,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3755,Married,Catholic,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,3756,Married,Catholic,Very satisfied,5,DISAGREE,
2021,3757,Married,Protestant,Moderately satisfied,4,DISAGREE,
2021,3758,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3759,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3760,Married,Protestant,.i:  Inapplicable,3,DISAGREE,
2021,3761,Never married,None,Very dissatisfied,2,.d:  Do not Know/Cannot Choose,
2021,3762,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3764,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3765,Divorced,Catholic,Moderately satisfied,5,DISAGREE,
2021,3766,Never married,Catholic,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,3767,Divorced,Jewish,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3768,Never married,Catholic,.i:  Inapplicable,3,DISAGREE,
2021,3769,Married,Catholic,Moderately satisfied,5,STRONGLY DISAGREE,
2021,3771,Married,Protestant,Moderately satisfied,4,DISAGREE,
2021,3772,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3773,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3774,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3776,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3777,Married,Protestant,.i:  Inapplicable,4,STRONGLY DISAGREE,
2021,3779,Divorced,Catholic,Very satisfied,6,AGREE,
2021,3780,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3781,Never married,.n:  No answer,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3782,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3783,Married,Protestant,Moderately satisfied,5,STRONGLY DISAGREE,
2021,3784,Married,.s:  Skipped on Web,Moderately satisfied,1 - top,.n:  No answer,
2021,3786,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3787,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3788,Divorced,Protestant,Very satisfied,4,DISAGREE,
2021,3789,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3790,Married,None,A little dissatisfied,4,NEITHER AGREE NOR DISAGREE,
2021,3791,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3792,Never married,None,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,
2021,3793,Married,Catholic,Moderately satisfied,3,DISAGREE,
2021,3795,Never married,Protestant,Very satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,3796,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3797,Separated,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3798,Divorced,Protestant,.i:  Inapplicable,7,DISAGREE,
2021,3799,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3800,Divorced,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3801,Married,Protestant,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,3803,Never married,None,.n:  No answer,.i:  Inapplicable,.n:  No answer,
2021,3804,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3805,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3806,Never married,None,A little dissatisfied,5,STRONGLY DISAGREE,
2021,3807,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3808,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3809,Widowed,Protestant,.i:  Inapplicable,1 - top,AGREE,
2021,3810,Married,Protestant,Very satisfied,3,AGREE,
2021,3811,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3812,Divorced,Protestant,Very satisfied,4,STRONGLY DISAGREE,
2021,3813,Married,Protestant,A little dissatisfied,4,DISAGREE,
2021,3814,Married,Catholic,.i:  Inapplicable,4,DISAGREE,
2021,3815,Divorced,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3816,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3817,Never married,Orthodox-christian,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3818,Married,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3819,Widowed,None,.i:  Inapplicable,5,.d:  Do not Know/Cannot Choose,
2021,3820,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3821,Married,None,Very dissatisfied,6,DISAGREE,
2021,3822,Never married,Other,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,3823,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3824,Never married,Protestant,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,3825,Never married,Christian,A little dissatisfied,3,NEITHER AGREE NOR DISAGREE,
2021,3826,Widowed,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3827,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3829,Divorced,Buddhism,Very satisfied,8,DISAGREE,
2021,3830,Never married,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3831,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3832,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3834,Married,Protestant,.i:  Inapplicable,1 - top,.n:  No answer,
2021,3835,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3836,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3837,Never married,Jewish,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3838,Divorced,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3839,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3840,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3841,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3842,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3843,Never married,Hinduism,A little dissatisfied,3,DISAGREE,
2021,3844,Married,Protestant,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,3845,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3846,Married,None,Very satisfied,10 - bottom,NEITHER AGREE NOR DISAGREE,
2021,3847,Widowed,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3848,Married,Protestant,.i:  Inapplicable,3,STRONGLY DISAGREE,
2021,3849,Married,None,Moderately satisfied,1 - top,STRONGLY DISAGREE,
2021,3850,Married,Protestant,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,3851,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3852,Married,.s:  Skipped on Web,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,3853,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3854,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3855,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3856,Married,None,Moderately satisfied,2,STRONGLY DISAGREE,
2021,3857,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3858,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3859,Never married,None,A little dissatisfied,5,DISAGREE,
2021,3860,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3861,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3862,Married,Protestant,Moderately satisfied,5,.n:  No answer,
2021,3863,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3864,Married,None,Very satisfied,2,STRONGLY DISAGREE,
2021,3865,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3866,Separated,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3867,Separated,Christian,.i:  Inapplicable,6,.d:  Do not Know/Cannot Choose,
2021,3868,Divorced,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3869,Married,Christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3871,Never married,Protestant,Moderately satisfied,4,DISAGREE,
2021,3874,Never married,None,Moderately satisfied,10 - bottom,NEITHER AGREE NOR DISAGREE,
2021,3875,Married,Protestant,Very satisfied,4,DISAGREE,
2021,3876,Widowed,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,3877,Married,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3878,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3879,Never married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3880,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3881,Widowed,Catholic,.i:  Inapplicable,4,AGREE,
2021,3882,Divorced,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.n:  No answer,
2021,3883,Divorced,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3884,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3885,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3886,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3889,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3890,Married,Buddhism,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3891,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3892,Never married,None,Moderately satisfied,3,AGREE,
2021,3893,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3894,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3895,Married,Catholic,Very satisfied,4,DISAGREE,
2021,3896,Widowed,Other,Very satisfied,5,STRONGLY DISAGREE,
2021,3897,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3899,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3901,Divorced,None,.i:  Inapplicable,2,DISAGREE,
2021,3902,Never married,Protestant,.i:  Inapplicable,7,AGREE,
2021,3904,Divorced,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3905,Married,None,A little dissatisfied,9,.d:  Do not Know/Cannot Choose,
2021,3906,Divorced,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3907,Separated,None,Very satisfied,10 - bottom,.d:  Do not Know/Cannot Choose,
2021,3908,Never married,None,Moderately satisfied,5,STRONGLY DISAGREE,
2021,3909,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3910,Married,Catholic,Moderately satisfied,4,DISAGREE,
2021,3911,Married,Other,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3912,Widowed,Jewish,.i:  Inapplicable,4,DISAGREE,
2021,3913,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3914,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3915,Widowed,Protestant,.i:  Inapplicable,3,AGREE,
2021,3916,Married,None,Moderately satisfied,2,DISAGREE,
2021,3917,Divorced,Protestant,.s:  Skipped on Web,4,.n:  No answer,
2021,3918,Married,Protestant,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,3919,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3920,Married,Catholic,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,3921,Widowed,Catholic,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,3922,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3923,Never married,.s:  Skipped on Web,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,3924,Married,Protestant,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,3925,Divorced,Protestant,.i:  Inapplicable,5,DISAGREE,
2021,3926,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3928,Divorced,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3929,Married,Christian,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3930,Married,Catholic,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,3932,Married,Protestant,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,3934,Widowed,.s:  Skipped on Web,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,3935,Never married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3936,Never married,Catholic,A little dissatisfied,5,NEITHER AGREE NOR DISAGREE,
2021,3937,Divorced,Protestant,.i:  Inapplicable,7,DISAGREE,
2021,3938,Divorced,Jewish,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3939,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3940,Widowed,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3943,Never married,None,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,3944,Never married,Catholic,Moderately satisfied,.s:  Skipped on Web,.n:  No answer,
2021,3945,Never married,Protestant,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,3946,Never married,Other,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3947,Never married,Inter-nondenominational,Moderately satisfied,8,STRONGLY DISAGREE,
2021,3948,Divorced,Catholic,Very dissatisfied,3,AGREE,
2021,3949,Married,Jewish,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3950,Married,Catholic,Very satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,3951,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3952,Widowed,Protestant,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,3953,Married,Protestant,.i:  Inapplicable,3,AGREE,
2021,3954,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3955,Married,None,.i:  Inapplicable,4,DISAGREE,
2021,3956,Married,Protestant,Moderately satisfied,3,DISAGREE,
2021,3957,Divorced,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3958,Divorced,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3959,Divorced,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3962,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3963,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3964,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3965,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3966,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3968,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3969,Married,.n:  No answer,Moderately satisfied,.i:  Inapplicable,.n:  No answer,
2021,3970,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3972,Divorced,Protestant,Moderately satisfied,5,DISAGREE,
2021,3973,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3974,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3975,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3976,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3977,Married,None,Moderately satisfied,3,STRONGLY DISAGREE,
2021,3978,Never married,None,A little dissatisfied,6,AGREE,
2021,3979,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3980,Separated,Catholic,.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,
2021,3981,Divorced,None,Moderately satisfied,6,DISAGREE,
2021,3982,Married,Catholic,Very satisfied,1 - top,AGREE,
2021,3983,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3985,Married,Catholic,Very satisfied,6,NEITHER AGREE NOR DISAGREE,
2021,3986,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3988,Married,None,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,3989,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3990,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3992,Married,Protestant,.i:  Inapplicable,2,DISAGREE,
2021,3993,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3995,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,3996,Never married,None,Moderately satisfied,5,DISAGREE,
2021,3997,Widowed,None,Very satisfied,6,AGREE,
2021,3998,Married,Buddhism,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,3999,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4000,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4001,Married,Protestant,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,4002,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4003,Married,Catholic,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,4004,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4005,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4006,Married,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4007,Married,None,Moderately satisfied,4,AGREE,
2021,4008,Married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4009,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4010,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4011,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4012,Divorced,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4013,Divorced,Protestant,.i:  Inapplicable,7,NEITHER AGREE NOR DISAGREE,
2021,4014,Married,None,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4015,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4016,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4018,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4019,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4020,Married,Hinduism,.i:  Inapplicable,3,DISAGREE,
2021,4021,Married,Protestant,Moderately satisfied,4,DISAGREE,
2021,4022,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4023,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4024,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4025,Married,.n:  No answer,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4026,Widowed,Protestant,.i:  Inapplicable,5,DISAGREE,
2021,4027,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4028,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4029,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4031,Married,Buddhism,Very satisfied,5,STRONGLY DISAGREE,
2021,4033,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4034,Never married,None,.s:  Skipped on Web,10 - bottom,.d:  Do not Know/Cannot Choose,
2021,4035,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4036,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4038,Married,Protestant,.i:  Inapplicable,2,STRONGLY AGREE,
2021,4039,Married,Catholic,.i:  Inapplicable,2,DISAGREE,
2021,4040,Never married,Protestant,.n:  No answer,4,.n:  No answer,
2021,4042,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4043,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4045,Never married,.n:  No answer,A little dissatisfied,.i:  Inapplicable,.n:  No answer,
2021,4046,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4047,Married,Catholic,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,4049,Divorced,None,Moderately satisfied,5,DISAGREE,
2021,4050,Divorced,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4051,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4052,Married,None,Moderately satisfied,5,DISAGREE,
2021,4053,Never married,Protestant,.i:  Inapplicable,9,STRONGLY DISAGREE,
2021,4055,Divorced,Protestant,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,4056,Married,Catholic,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,4057,Never married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4058,Never married,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,4059,Married,Catholic,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4060,Married,None,Moderately satisfied,5,STRONGLY DISAGREE,
2021,4061,Divorced,None,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,4062,Married,Protestant,Very satisfied,3,DISAGREE,
2021,4064,Never married,None,Very dissatisfied,8,NEITHER AGREE NOR DISAGREE,
2021,4066,Never married,Protestant,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,4068,Never married,Christian,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4069,Never married,Christian,Moderately satisfied,6,DISAGREE,
2021,4070,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4071,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4072,Never married,None,A little dissatisfied,5,AGREE,
2021,4073,Married,Catholic,Very satisfied,6,.n:  No answer,
2021,4074,Widowed,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4076,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4077,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4078,Married,None,Moderately satisfied,6,AGREE,
2021,4079,Never married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4080,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4081,Never married,Catholic,Very satisfied,5,.n:  No answer,
2021,4082,Married,Catholic,Very satisfied,6,STRONGLY DISAGREE,
2021,4083,Married,Protestant,.n:  No answer,4,NEITHER AGREE NOR DISAGREE,
2021,4084,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4085,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4086,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4087,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4088,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4089,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4090,Married,Protestant,.i:  Inapplicable,4,DISAGREE,
2021,4091,Never married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4092,Never married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4093,Never married,Inter-nondenominational,Moderately satisfied,5,AGREE,
2021,4094,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4095,Divorced,Protestant,Moderately satisfied,3,DISAGREE,
2021,4096,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4097,Married,None,.i:  Inapplicable,4,DISAGREE,
2021,4098,Married,Christian,Very satisfied,7,NEITHER AGREE NOR DISAGREE,
2021,4100,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4101,Married,Protestant,Very satisfied,4,DISAGREE,
2021,4102,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4103,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4105,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4106,Divorced,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4107,Divorced,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4108,Divorced,None,A little dissatisfied,7,DISAGREE,
2021,4109,Married,Catholic,Very satisfied,3,DISAGREE,
2021,4110,Married,Inter-nondenominational,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4111,Married,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.n:  No answer,
2021,4112,Divorced,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4113,Never married,None,Very satisfied,10 - bottom,AGREE,
2021,4114,Separated,Protestant,.s:  Skipped on Web,5,DISAGREE,
2021,4116,Divorced,None,Moderately satisfied,5,STRONGLY DISAGREE,
2021,4117,Married,Protestant,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,4118,Divorced,Protestant,Moderately satisfied,3,AGREE,
2021,4120,Separated,Buddhism,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4121,Married,Buddhism,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,4122,Married,None,Moderately satisfied,4,DISAGREE,
2021,4123,Never married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,4124,Married,Catholic,Very satisfied,5,STRONGLY DISAGREE,
